dataset,seed,c,method_prior,true_prior,prior_error,test_ap,test_auc,test_max_f1,test_anice,test_snice,test_ece,test_mce,test_brier,convergence_epoch,test_ap_norm,test_auc_norm,test_max_f1_norm,test_anice_norm,test_snice_norm,test_ece_norm,test_mce_norm,test_brier_norm,convergence_epoch_norm,performance_score,calibration_score,convergence_score,overall_score
MNIST,42,0.1,0.9,0.5153484491086185,0.3846515508913815,0.9960356819181208,0.9965142364783584,0.97479501973884,0.5876004905979457,0.38239089714452373,0.01739274657559583,0.3642056345939636,0.022063229827198067,29,0.9939488191660318,0.9956081571332579,0.925855432523044,0.15284078445285415,0.043034638666131386,0.9700651654218873,0.6604689113927888,0.9609993428276482,0.28205128205128205,0.9718041362741112,0.557481768552262,0.28205128205128205,0.6037790622925517
FashionMNIST,42,0.9,1.0,0.6551724137931034,0.3448275862068966,0.6957014289646597,0.83460544,0.9035477724344434,0.4786824903455639,0.23205349392700814,0.10432344159875066,0.3567260305086772,0.10562815743185536,15,0.5355151522099711,0.7916132537321858,0.7162700140631656,0.11795961222023484,0.02535531984303905,0.8159718506269873,0.6689420878845097,0.8129883749024804,0.641025641025641,0.6811328066684408,0.48824344909545025,0.641025641025641,0.6034672989298441
FashionMNIST,42,0.9,0.3,0.6551724137931034,0.35517241379310344,0.9908960037451479,0.9937732000000001,0.9700127814374201,1.3540600779522183,1.6600737466656865,0.27167253135293723,0.5573263629038531,0.16340457718953286,1,0.9861035551355748,0.9921546235156682,0.9117876972280119,0.3983007526298047,0.19328708395281433,0.5193289218978069,0.4416944954583494,0.7106542491309404,1.0,0.9633486252930851,0.45265310061394326,1.0,0.8053339086356761
Mushrooms,42,0.9,1.0,0.6388075880758808,0.3611924119241192,1.0,1.0,1.0,1.398514229373131,2.2805927616715094,0.0014440526144507413,0.6908704042434692,0.0005222976985511467,6,1.0,1.0,1.0,0.4125372691704569,0.26625863505913955,0.9983358138788867,0.2904107886222922,0.9991528398240804,0.8717948717948718,1.0,0.5933390693109711,0.8717948717948718,0.8217113137019476
Mushrooms,42,0.9,0.5,0.6388075880758808,0.13880758807588078,0.9999515535570294,0.9999544962277372,0.9974391805377721,0.8216870332076018,0.8796235262151791,0.10969423596331707,0.5754181146621704,0.026246482192527072,3,0.9999260507907985,0.9999426681080397,0.9924669311601866,0.22780739227879288,0.10150800584186784,0.8064515827112946,0.4211994794194416,0.9535899277845711,0.9487179487179487,0.9974452166863417,0.5021112776071937,0.9487179487179487,0.816091481003828
Spambase,42,0.9,1.0,0.5524929063640048,0.44750709363599517,0.9169590349619141,0.9491641735043495,0.8736559139784946,0.965838867588738,0.8111131399828074,0.15189814277146976,0.5001223683357239,0.11411879200604487,8,0.8732453133946104,0.9359500549639374,0.6283382286249529,0.27397225897709115,0.09345134838355823,0.7316409545939067,0.5064973294694017,0.7979496848964277,0.8205128205128205,0.8125111989945002,0.48070231526407714,0.8205128205128205,0.7045754449237993
Spambase,42,0.9,0.1,0.5524929063640048,0.45249290636400485,0.9265505428650596,0.9382140071289632,0.8619246861924688,2.986656366700478,7.060413201475877,0.3114383433511669,0.33119666558085825,0.31991542424390707,1,0.8878859016606394,0.9221535338325413,0.5938289054215193,0.9211424519100654,0.8283540794654153,0.4488400596531664,0.6978627115282781,0.43344079813747927,1.0,0.8012894469715667,0.665928020138881,1.0,0.8224058223701493
Mushrooms,42,0.5,1.0,0.5827175954915467,0.41728240450845333,0.9999967461421448,0.9999969664151824,0.9993610223642173,1.2539018842362806,1.6028764595169944,0.0034360425130535777,0.8128548264503479,0.0014229604890872547,6,0.9999950332738486,0.9999961778738693,0.9981203428869349,0.3662249231303802,0.1865608198716487,0.9948048133912925,0.1522222525963367,0.9975575776103428,0.8717948717948718,0.999370518011551,0.5394740773200002,0.8717948717948718,0.803546489042141
Mushrooms,42,0.5,0.5,0.5827175954915467,0.08271759549154667,0.9999113717520016,0.9999165764175183,0.9961538461538463,0.8751479850869677,1.013832467472287,0.05442846414661751,0.5874386429786682,0.009838223279259302,3,0.9998647168202554,0.9998948915314061,0.9886859100694343,0.24492835177036373,0.11729065613788969,0.9044156674533463,0.40758217337114755,0.98265238680098,0.9487179487179487,0.9961485061403653,0.5313738471067454,0.9487179487179487,0.8254134339883531
Spambase,42,0.5,1.0,0.4935779816513762,0.5064220183486239,0.9165215608171564,0.9503342318591586,0.8758344459279039,0.9728737644420364,0.8405800208228841,0.14913357778509975,0.4733680349129897,0.11425162135076211,9,0.8725775478154015,0.9374242549225221,0.6347467362869322,0.27622519649164357,0.09691658304868041,0.7365414213692179,0.536805643442212,0.7977144163400607,0.7948717948717949,0.814916179674952,0.4888406521383629,0.7948717948717949,0.6995428755617032
Spambase,42,0.5,0.1,0.4935779816513762,0.39357798165137614,0.9221989599493445,0.9358541425990106,0.8543956043956045,3.0204229508190643,7.234317595060301,0.30194570998642006,0.3054372953160744,0.3220672814276153,1,0.8812435953186328,0.9191802529034124,0.5716808811999985,0.9319562570994595,0.8488048199539098,0.46566669771141367,0.7270438938582976,0.4296294089132321,1.0,0.7907015764740146,0.6806202155072625,1.0,0.8237739306604257
FashionMNIST,42,0.5,1.0,0.6,0.4,0.9968446163391859,0.99747164,0.9879709712695098,1.061385313936427,1.0822504274182698,0.012755990570026902,0.6026954849561056,0.012784972985718937,35,0.9951835859944207,0.9968144253729162,0.9646146466631265,0.3045711686480901,0.12533644448611936,0.9782842772396745,0.3902986496301749,0.9774330766335648,0.1282051282051282,0.9855375526768212,0.5551847233275248,0.1282051282051282,0.5563091347364914
FashionMNIST,42,0.5,0.3,0.6,0.3,0.9946282151751981,0.9962970400000001,0.9812524930195452,0.9486468689731827,0.9740981762122898,0.23357047713166101,0.48348666267879936,0.12103415043985813,3,0.9918004456996969,0.995334503226951,0.944851145212797,0.2684664925900607,0.11261799857988515,0.586868607780769,0.5253428817858308,0.7857011384705809,0.9487179487179487,0.9773286980464816,0.45579942384142524,0.9487179487179487,0.7939486902019519
Mushrooms,42,0.1,1.0,0.5059311981020166,0.4940688018979834,0.9998798852240118,0.999887757361752,0.9955385595920969,1.2269446226076732,1.4318407979906944,0.0062240223061794855,0.9042015075683594,0.00537061155706938,10,0.9998166554208507,0.9998585813331646,0.986875944121332,0.35759181488740477,0.16644743540759094,0.9898628415390078,0.04874130063412785,0.9905654617508385,0.7692307692307692,0.9955170602917823,0.510641770843794,0.7692307692307692,0.7584632001221152
Mushrooms,42,0.1,0.2,0.5059311981020166,0.3059311981020166,0.9837778451993903,0.9833425857670267,0.9310986964618249,2.5376512678150265,5.822012052770438,0.2946111306135471,0.7834047973155975,0.3168368899802374,1,0.9752383158496252,0.9790127054164025,0.7973155584133225,0.7773478160256702,0.6827210681836532,0.4786679701375832,0.18558435194006262,0.4388935263240247,1.0,0.9171888598931167,0.5126429465221987,1.0,0.8099439354717718
20News,42,0.9,1.0,0.7114781270348665,0.28852187296513354,0.9638276678115882,0.9596337280664388,0.9192705308398187,0.966343940422897,0.9992552715214592,0.08856131456717176,0.6413804888725281,0.0923431652750819,26,0.9447861350331693,0.9491410354294808,0.7625210767274604,0.27413400939922056,0.11557641278097538,0.8439117906201893,0.3464748239264095,0.8365188751298596,0.3589743589743589,0.8854827490633701,0.4833231823713309,0.3589743589743589,0.5759267634696866
20News,42,0.9,0.9,0.7114781270348665,0.18852187296513356,0.9659056975499025,0.9615527488323088,0.9178338001867414,0.8018865957249034,0.6929047131030653,0.07788040885431974,0.4369174452388988,0.08734249263995537,16,0.947958063588141,0.951558880934315,0.758294698775582,0.22146626897029625,0.0795503202850519,0.8628447597614892,0.5780982407527349,0.8453761124687539,0.6153846153846154,0.8859372144326794,0.5174671404476652,0.6153846153846154,0.6729296567549866
20News,42,0.5,1.0,0.6606558518415373,0.3393441481584627,0.9572067039124275,0.9494059067401804,0.9039680676215075,0.8215444574057202,0.7345005404017995,0.09507674601024724,0.5506132934466902,0.1037559876706208,19,0.9346798193890916,0.9362546236418892,0.7175063810245608,0.22776173213914552,0.08444189002608711,0.8323625394826596,0.4492993127271693,0.8163043791930785,0.5384615384615384,0.8628136080185138,0.48203397071362797,0.5384615384615384,0.6277697057312267
20News,42,0.5,0.9,0.6606558518415373,0.23934414815846272,0.9602527381703153,0.9532024268584884,0.9052121771217713,0.707176825029982,0.503160486156882,0.08460783106612463,0.4402245879173279,0.09565929733271308,16,0.9393293212051023,0.9410380002813294,0.7211661323846192,0.19113530608017293,0.057236853301927036,0.8509197338731569,0.5743517852882329,0.8306453115465853,0.6153846153846154,0.867177817957017,0.500857798018015,0.6153846153846154,0.6611400771198824
Spambase,42,0.9,1.0,0.5524929063640048,0.44750709363599517,0.9162640135386847,0.9457379266763432,0.8683181225554107,1.0032729139883838,0.8816153984599562,0.18495610565044202,0.5136195317558621,0.12863094083419388,6,0.8721844246796844,0.93163319938901,0.6126362430551953,0.2859605751122045,0.10174224525080142,0.6730424229816753,0.4912072357034225,0.7722456334923467,0.8717948717948718,0.8054846223746299,0.4648396225080901,0.8717948717948718,0.7140397055591973
Spambase,42,0.9,0.2,0.5524929063640048,0.3524929063640048,0.9254423369694726,0.9366786140979689,0.8567415730337078,2.32321294165794,4.636363922627551,0.22802250553225853,0.7185247401021562,0.26410970805013284,1,0.8861943234025479,0.9202190351527106,0.5785819312379036,0.7086735824680598,0.5432916856335813,0.5967029399911831,0.25908291807992934,0.5322843956413845,1.0,0.794998429931054,0.5280071043628276,1.0,0.7743351780979605
Spambase,42,0.5,1.0,0.4935779816513762,0.5064220183486239,0.9216890490313401,0.9495936885966211,0.8756756756756756,0.9347478636442486,0.7752622903809866,0.15769524527278836,0.5069742719332377,0.11424187344987663,7,0.880465261413449,0.9364912169740507,0.6342796876498097,0.2640153128253088,0.08923537427050078,0.7213650130476433,0.4987352356708542,0.7977316819117144,0.8461538461538461,0.8170787220124365,0.47421652354520427,0.8461538461538461,0.7124830305704957
Spambase,42,0.5,0.2,0.4935779816513762,0.29357798165137616,0.9217352248580729,0.9346939581543687,0.8547717842323651,2.3868449571642545,4.90788516962,0.2100003362025552,0.7291829340070127,0.26879720369521526,1,0.8805357447278419,0.9177184934508075,0.5727874756508242,0.7290518421426899,0.5752219344611322,0.6286490300468217,0.24700891563152627,0.5239818602660653,1.0,0.7903472379431579,0.540782716509647,1.0,0.777043318150935
IMDB,42,0.1,1.0,0.5238003617193212,0.4761996382806788,0.8476720470296073,0.8520024352000001,0.7801392585031532,0.726166236254012,0.612320230310815,0.1714474671176076,0.394255143771581,0.2035404519277576,7,0.7674848560448798,0.8135323738324164,0.3532437076109708,0.19721669686926743,0.07007377796765603,0.6969878301745674,0.6264276985360269,0.639565218854597,0.8461538461538461,0.6447536458294224,0.4460542444804229,0.8461538461538461,0.6456539121545638
IMDB,42,0.1,0.3,0.5238003617193212,0.22380036171932122,0.8407498718118765,0.8428616447999999,0.7717636931023352,0.9370853775912741,0.6850476816113187,0.2140107982857525,0.3047534334846258,0.21386750488125902,9,0.7569187679707752,0.8020155526638598,0.3286056135682805,0.26476390558677537,0.07862635218547864,0.6215400865822087,0.7278185982313825,0.6212738477342442,0.7948717948717949,0.6291799780676385,0.4628045580640179,0.7948717948717949,0.6289521103344838
20News,42,0.9,1.0,0.7114781270348665,0.28852187296513354,0.9689417568318182,0.9642810427425302,0.9220900396547703,1.1049138760838395,1.2974876404337377,0.09288477988408426,0.5886320348443657,0.09528069957450264,21,0.9525923394858031,0.9549963597172527,0.7708151225634808,0.318511263671722,0.15064782561985277,0.8362480177502453,0.4062302542339128,0.8313158873761023,0.4871794871794872,0.892801273922179,0.508590649730367,0.4871794871794872,0.6295238036106777
20News,42,0.9,0.5,0.7114781270348665,0.21147812703486646,0.9702827179884237,0.9642177925065252,0.9177793394237526,0.49678690715536566,0.27589360108034044,0.15406925178173012,0.2773040154664652,0.10660361308061617,9,0.9546391980582869,0.954916668396802,0.7581344935433447,0.12375758206406708,0.0305108115238478,0.7277924476415238,0.7589143301459138,0.8112606388907387,0.7948717948717949,0.8892301199994779,0.4904471620532183,0.7948717948717949,0.7248496923081637
20News,42,0.5,1.0,0.6606558518415373,0.3393441481584627,0.9633814561852238,0.9550554006092101,0.9102834387444367,0.7627859434519436,0.5449625952079574,0.08672144759369224,0.39097100496292114,0.09300724601880364,20,0.9441050324612813,0.9433726306998423,0.7360840770002883,0.20894421950941255,0.06215268128335337,0.8471731380723131,0.6301480943526752,0.8353426492121667,0.5128205128205128,0.874520580053804,0.5167521564859842,0.5128205128205128,0.634697749786767
20News,42,0.5,0.5,0.6606558518415373,0.1606558518415373,0.9552221731632358,0.9475091167828835,0.9021463189476113,0.3160705589680931,0.12419513677505363,0.11565767016422067,0.21092227638241956,0.10500457316169069,3,0.9316506087692826,0.9338647875580749,0.7121474096594496,0.06588286850190349,0.012671435174195705,0.7958808016617039,0.8341140579220065,0.8140928730939543,0.9487179487179487,0.8592209353289357,0.5045284072707528,0.9487179487179487,0.7708224304392125
IMDB,42,0.9,1.0,0.6551676094407446,0.3448323905592554,0.8852196594328179,0.8865369248,0.809464319515427,0.9436522548869786,1.0077105009306715,0.18290661852397025,0.4916933832138078,0.19475022275907583,21,0.8247979645903643,0.8570436593412243,0.4395081657641433,0.2668669590531554,0.11657072752400424,0.6766753430321062,0.5160460004645123,0.6551345535603705,0.4871794871794872,0.707116596565244,0.4462587167268298,0.4871794871794872,0.5468516001571869
IMDB,42,0.9,0.7,0.6551676094407446,0.044832390559255364,0.8881036503706927,0.8888376928,0.8110626560811063,0.46260963090980567,0.23874154181651924,0.09218776440620421,0.2445535096284076,0.1493597460779504,16,0.8292001216141349,0.8599424823583605,0.4442099339114294,0.11281225203229285,0.02614181826866172,0.8374835471040745,0.7960153334871052,0.7355305830997259,0.6153846153846154,0.711117512627975,0.501596706798372,0.6153846153846154,0.6093662782703207
20News,42,0.1,1.0,0.5880662609871535,0.41193373901284647,0.955685837703039,0.9438283044375848,0.8929321203638909,0.5070201742420816,0.2679060578124585,0.0646033510862515,0.26325947474379563,0.09849621037107746,9,0.9323583516694988,0.9292271954373957,0.6850423390917296,0.12703480300942985,0.029571495551748605,0.8863796669845371,0.7748245134833498,0.8256205450953493,0.7948717948717949,0.8488759620662081,0.5286862048248829,0.7948717948717949,0.7241446539209621
20News,42,0.1,0.1,0.5880662609871535,0.48806626098715356,0.9464327853706445,0.9228871337546001,0.8857210738892849,2.7935448904417672,6.017151948783321,0.4647372049673703,0.7858997904278738,0.41107500397433816,3,0.9182343858895007,0.9028426370718357,0.6638298677318617,0.8592981777968142,0.7056690529358264,0.17710255963164467,0.1827579300138631,0.2719781125550098,0.9487179487179487,0.8283022968977326,0.43936116658663166,0.9487179487179487,0.7387938040674377
IMDB,42,0.5,1.0,0.5999935352490545,0.4000064647509455,0.8765126772583358,0.8757363488,0.8029358610260761,0.8990202546352472,0.8719925193582554,0.18597049830377105,0.5009346089950979,0.19765985951692827,21,0.811507526596309,0.8434356126771849,0.42030363848545754,0.25257348612618696,0.10061061769841585,0.6712443109751691,0.5055771927372763,0.6499809781886808,0.4871794871794872,0.6917489259196504,0.43599731714514584,0.4871794871794872,0.5383085767480945
IMDB,42,0.5,0.7,0.5999935352490545,0.10000646475094543,0.8774237098857962,0.8779300096,0.8049963711371712,0.6302598905522432,0.4084858933152546,0.13643206897534432,0.33053572281262744,0.16872752599760749,17,0.8128981373042659,0.846199487356783,0.4263649656273979,0.1665025288265855,0.046103347763908155,0.7590561107418325,0.6986114523255567,0.7012261932720693,0.5897435897435898,0.6951541967628155,0.4742999265859904,0.5897435897435898,0.5863992376974653
FashionMNIST,42,0.9,1.0,0.6551724137931034,0.3448275862068966,0.7614015041117057,0.85203698,0.9026115342763874,1.1011341263456522,1.169675287592544,0.10861387281173374,0.5063710808753967,0.10810917090495636,9,0.6358005045224703,0.8135758981083808,0.7135159165568307,0.31730079247955534,0.13561739881289456,0.8083666339962912,0.4994185531610632,0.8085939810327658,0.7948717948717949,0.7209641063958939,0.513859471896514,0.7948717948717949,0.6765651243880676
FashionMNIST,42,0.9,auto,0.6551724137931034,0.0,0.9979068383495809,0.9984270800000001,0.9901345291479821,0.19997034913439887,0.04729321693398193,0.0018544323710026464,0.13238134554454256,0.008327505420862366,20,0.9968049739199009,0.9980182196987644,0.9709791056489515,0.028701581606546865,0.003627953446557381,0.9976083748886088,0.9230881748973299,0.9853281841587067,0.5128205128205128,0.988600766422539,0.58767085379955,0.5128205128205128,0.696364044347534
MNIST,42,0.5,1.0,0.5918403200086488,0.40815967999135117,0.9981307044525841,0.9984210541477005,0.984596798550287,0.5173399598800391,0.2612197504165874,0.009422422109916808,0.3720623354117075,0.012446364567527934,33,0.9971466857209947,0.9980106275037477,0.9546889663306236,0.13033973166591642,0.02878520180401256,0.9841933593421157,0.651568545556267,0.9780328229764464,0.17948717948717952,0.9832820931851219,0.5545839322689516,0.17948717948717952,0.572451068313751
MNIST,42,0.5,0.2,0.5918403200086488,0.3918403200086488,0.9964024105891989,0.9966837936181542,0.9723113964686999,1.89947248923423,3.0607954458379223,0.33758502422440795,0.6987263529987658,0.24192581269007152,4,0.9945085980384282,0.9958217884683426,0.9185494488947211,0.572969991980993,0.35800860349549324,0.40249246372552605,0.2815112747503632,0.5715767150235929,0.9230769230769231,0.9696266118004973,0.43731180979519363,0.9230769230769231,0.776671781557538
MNIST,42,0.9,1.0,0.6474783197357518,0.35252168026424824,0.9985582143549867,0.9988198214936999,0.988242448814109,0.8286407540823963,0.6556347696207006,0.009909234008938079,0.4154749558522151,0.011217572524513912,33,0.997799241765772,0.9985130492868503,0.965413242215095,0.2300343330501,0.07516746412789173,0.9833304367670481,0.6023890982531511,0.9802092707384273,0.17948717948717952,0.9872418444225723,0.5742261205873236,0.17948717948717952,0.5803183814990251
MNIST,42,0.9,0.2,0.6474783197357518,0.44747831973575175,0.9939510792778694,0.9947490498318753,0.9661513589976761,1.830016116376301,2.85134860959666,0.33972700495859603,0.6938009059699016,0.2458326331991052,2,0.9907668576577493,0.9933841329463923,0.9004286922347879,0.5507264720972584,0.33337815681257577,0.39869558954351314,0.28709100617736305,0.5646569186254237,0.9743589743589743,0.9615265609463098,0.42690962865122684,0.9743589743589743,0.7875983879855037
MNIST,42,0.9,1.0,0.6474783197357518,0.35252168026424824,0.9976882245311834,0.9980414910081904,0.981873417721519,0.8128754135779296,0.6163893338684364,0.015510435944609328,0.3762826720873515,0.016225278504219162,13,0.9964712792665948,0.9975324018133398,0.9466776966715399,0.2249854563156029,0.07055229480764218,0.9734017484841201,0.6467875896260514,0.9713395758749627,0.6923076923076923,0.9802271259171582,0.5774133330216759,0.6923076923076923,0.7499827170821755
MNIST,42,0.9,0.3,0.6474783197357518,0.3474783197357518,0.9869431504470793,0.9883984988071788,0.9472196992632961,1.2142598684469785,1.4990236529668481,0.26185305747985843,0.568038268017461,0.16207452862878313,1,0.9800698742798192,0.9853828379519001,0.8447381220346782,0.3535295010955396,0.1743479783672861,0.5367349173087672,0.42955964693492077,0.7130100433679126,1.0,0.9367302780887993,0.44143641741488526,1.0,0.7927222318345616
MNIST,42,0.5,1.0,0.5918403200086488,0.40815967999135117,0.998324895625491,0.9984897892034271,0.9849175017714343,0.4709684082164322,0.27299428968083317,0.009456352013116676,0.43036524057388303,0.012432966432347743,29,0.9974431013665986,0.9980972293521846,0.9556323672527451,0.11548916448212618,0.030169859442048485,0.9841332152094437,0.585520824341854,0.9780565538766369,0.28205128205128205,0.9837242326571761,0.5386739234704219,0.28205128205128205,0.6014831460596266
MNIST,42,0.5,0.3,0.5918403200086488,0.29184032000864885,0.9942596281318915,0.9946696724450523,0.9669237012987013,0.8117926231611252,0.7138302449070776,0.2043220869205892,0.44346779950237103,0.091516893911942,2,0.9912378301865017,0.9932841224299201,0.9027006633000425,0.22463869086881852,0.08201111274513338,0.6387142924245911,0.5706777533679976,0.8379823745635666,0.9743589743589743,0.9624075386388213,0.47080484479402146,0.9743589743589743,0.8025237859306057
IMDB,42,0.1,1.0,0.5238003617193212,0.4761996382806788,0.8455980401720936,0.8444883104,0.7801532876159742,0.8493221922168038,0.7072569010114922,0.19300945285752413,0.3758393112944547,0.20926891532915998,16,0.7643190680615513,0.8040650490417927,0.35328497653843755,0.2366575982947146,0.08123810323468081,0.6587670629836563,0.6472898453878388,0.6294189118204221,0.6153846153846154,0.6405563645472605,0.4506743043442626,0.6153846153846154,0.5688717614253794
IMDB,42,0.1,0.2,0.5238003617193212,0.3238003617193212,0.8534641839331178,0.8552061056,0.7822009021264409,1.907092500208245,2.976705142308901,0.31902872183561326,0.5890004932880402,0.2905279457041707,3,0.7763260406053346,0.8175687971027493,0.359308369164221,0.5754103132739213,0.34811978504976554,0.43538535782540944,0.4058128506671571,0.4854921702648459,0.9487179487179487,0.6510677356241016,0.4500440954162199,0.9487179487179487,0.6832765932527568
20News,42,0.1,1.0,0.5880662609871535,0.41193373901284647,0.9477822357845356,0.9319312720927624,0.878933208562405,0.7347301944209997,0.5031375207949974,0.11476006024515636,0.36559601060368796,0.1225522933519432,19,0.9202942025621974,0.9142376827195622,0.6438622528581902,0.19995931883371276,0.057234152630331304,0.7974719046407444,0.6588938412171595,0.7830121897895086,0.5384615384615384,0.8261313793799833,0.4993142814222914,0.5384615384615384,0.6213023997546044
20News,42,0.1,auto,0.5880662609871535,0.0,0.9506054700394604,0.9370777042774658,0.8830863326276169,0.5698702937933494,0.32636226025190235,0.07949211358686735,0.29839663207530975,0.1089333951793146,5,0.924603619884509,0.9207218636857216,0.6560793458415078,0.14716265919324323,0.03644580505820513,0.8599878526052456,0.7350198216717931,0.8071341074215262,0.8974358974358975,0.8338016098039128,0.5171500491900026,0.8974358974358975,0.7494625188099376
MNIST,42,0.1,1.0,0.5153484491086185,0.48465155089138146,0.9963542267054935,0.9968062604432875,0.9756937411383432,0.9997091905014736,1.030691877429082,0.02384597096433863,0.5443988063118674,0.024787464904775076,24,0.9944350496027168,0.9959760889677983,0.9284991683545349,0.28481928668927803,0.11927328239999259,0.9586261824836765,0.45633931721115883,0.9561741526163257,0.41025641025641024,0.97297010230835,0.5550464442800863,0.41025641025641024,0.6460909856149488
MNIST,42,0.1,0.7,0.5153484491086185,0.1846515508913814,0.995364879694773,0.9960650580903241,0.9733924611973391,0.2569892285798851,0.07644518226011662,0.010620315426588079,0.2567491862508986,0.02102635293170869,15,0.9929248989170844,0.9950422206068312,0.9217295774204738,0.046961973367691694,0.007056154800912166,0.9820699741340788,0.7821996128580413,0.9628358687161965,0.641025641025641,0.9698988989814631,0.5562247167753841,0.641025641025641,0.7223830855941626
FashionMNIST,42,0.1,1.0,0.5238095238095238,0.47619047619047616,0.9962525703107048,0.9969098799999999,0.9835771872200656,1.2144851782864632,1.4497065895989607,0.018936248798621817,0.5638462684371255,0.01869523740583141,22,0.9942798801094799,0.9961066430940829,0.9516896130166927,0.3536016569494715,0.16854840974338195,0.9673291540064025,0.4343085015390402,0.9669647619638855,0.46153846153846156,0.9806920454067519,0.5781504968404363,0.46153846153846156,0.6734603345952167
FashionMNIST,42,0.1,0.9,0.5238095238095238,0.3761904761904762,0.9961924863369715,0.9969522,0.9840859359458921,0.8761534064661123,0.7679315259420342,0.014325747797405336,0.4422303795814514,0.015866053725900053,22,0.9941881672391264,0.9961599636331748,0.9531861805140689,0.24525033965309237,0.08837329391684647,0.9755017262141068,0.572079549140176,0.9719758381044145,0.46153846153846156,0.9811781037954567,0.5706361494057272,0.46153846153846156,0.6711175715798818
FashionMNIST,42,0.5,1.0,0.6,0.4,0.8675400144401223,0.89884892,0.9009451108687749,0.8673250689812411,0.7751864588221972,0.10892310186682733,0.5806416273117065,0.10916446148872869,17,0.7978115506040158,0.8725559991654177,0.7086138598398374,0.24242304976873968,0.08922645666067118,0.8078184946984566,0.4152820880600082,0.806724840650267,0.5897435897435898,0.7929938032030903,0.47229498596762853,0.5897435897435898,0.6183441263047696
FashionMNIST,42,0.5,0.1,0.6,0.5,0.994135394995265,0.9954536399999999,0.9737233515121466,2.7881796222248405,6.04653589235697,0.4187685890204273,0.827426336710918,0.356792103860582,2,0.991048199294184,0.9942718722564868,0.9227029453429839,0.8575799416529705,0.7091245343769064,0.25858650964390906,0.13571509836986995,0.3681244842198428,0.9743589743589743,0.9693410056312183,0.4658261136526997,0.9743589743589743,0.8031753645476307
Spambase,42,0.5,1.0,0.4935779816513762,0.5064220183486239,0.9276843767088258,0.9508229904124331,0.8785046728971962,0.8749501379764812,0.6571763666634155,0.16399398215123157,0.39081668853759766,0.11301921838603296,6,0.8896165987143556,0.938040059968513,0.6426016451839873,0.24486499090144756,0.07534875225068484,0.710199874607629,0.6303229097964378,0.799897259799776,0.8717948717948718,0.8234194346222853,0.49212675747119505,0.8717948717948718,0.7291136879627841
Spambase,42,0.5,0.3,0.4935779816513762,0.19357798165137619,0.9217799222111052,0.9343977408493538,0.8525033829499322,1.8787226652870181,3.214166450936438,0.20806272462997324,0.6656948029994965,0.2343931460368953,1,0.8806039712829294,0.9173452782714189,0.5661146026627293,0.566324826065147,0.3760446666396175,0.6320836395357323,0.3189306554752718,0.5849186434420423,1.0,0.7880212840723592,0.4956604862315622,1.0,0.7612272567679739
Mushrooms,42,0.5,1.0,0.5827175954915467,0.41728240450845333,0.9999967461421448,0.9999969664151824,0.9993610223642173,1.0048393497205763,0.9789184181152861,0.0023829284616244525,0.895348310470581,0.0011004786127205388,7,0.9999950332738486,0.9999961778738693,0.9981203428869349,0.2864622287822988,0.11318484749162405,0.9966715629323905,0.05877053489173156,0.9981287604741057,0.8461538461538461,0.999370518011551,0.49064358691443016,0.8461538461538461,0.7787226503599425
Mushrooms,42,0.5,0.7,0.5827175954915467,0.11728240450845329,0.9999659851902303,0.9999681473594161,0.9974489795918366,0.708734851788089,0.5313351952730414,0.005842608341660637,0.5464649200439453,0.002617212372951567,4,0.9999480794021322,0.9999598676756278,0.9924957566787059,0.19163426676221476,0.06055013166480908,0.990538935778058,0.4539987459584234,0.9954423076957506,0.9230769230769231,0.9974679012521553,0.5384328775718512,0.9230769230769231,0.8196592339669765
Spambase,42,0.9,1.0,0.5524929063640048,0.44750709363599517,0.9412477932148318,0.9593737966171985,0.8972972972972972,0.7402214805336634,0.4951131331095056,0.11040520644569757,0.4948699176311493,0.08481853709244543,6,0.9103199540731072,0.9488135381468624,0.6978832202324514,0.20171791241999396,0.056290503842899166,0.805191316722139,0.5124475029446893,0.8498465657353971,0.8717948717948718,0.852338904150807,0.48509876033302374,0.8717948717948718,0.7364108454262341
Spambase,42,0.9,0.3,0.5524929063640048,0.25249290636400484,0.9243463134227538,0.9348864994026285,0.8567454798331016,1.8042330406790674,2.9427384661081692,0.27567670683211665,0.65837162733078,0.22669547519534905,1,0.884521340422247,0.91796108331741,0.5785934237266208,0.5424693988678756,0.34412538521937447,0.51223112206493,0.32722662398020574,0.5985528287956965,1.0,0.7936919491554258,0.4649210717856165,1.0,0.7528710069803474
Mushrooms,42,0.9,1.0,0.6388075880758808,0.3611924119241192,0.9999967399113509,0.9999969664151824,0.9993618379068284,1.009352490218528,1.172743806084909,0.0025941278908688296,0.6636998057365417,0.0010907927577862276,5,0.9999950237630928,0.9999961778738693,0.9981227419387704,0.28790756959515146,0.1359782492438587,0.9962971909096384,0.32119066332017476,0.9981459161494003,0.8974358974358975,0.9993713145252441,0.5479039178436447,0.8974358974358975,0.8149037099349288
Mushrooms,42,0.9,0.7,0.6388075880758808,0.06119241192411917,1.0,1.0,1.0,1.041658806592584,1.1190273201586052,0.002205036510140277,0.4504203200340271,0.0002875614281797653,5,1.0,1.0,1.0,0.29825372159054026,0.12966131905601153,0.9969868941335528,0.5628016769266093,0.9995686068639226,0.8974358974358975,1.0,0.5974544437141274,0.8974358974358975,0.831630113716675
