dataset,seed,c,method,true_prior,method_prior,prior_error,experiment,train_error,train_risk,train_accuracy,train_precision,train_recall,train_f1,train_auc,train_ap,train_max_f1,train_anice,train_snice,train_ece,train_mce,train_brier,test_error,test_risk,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_ap,test_max_f1,test_anice,test_snice,test_ece,test_mce,test_brier,val_error,val_risk,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_ap,val_max_f1,val_anice,val_snice,val_ece,val_mce,val_brier
MNIST,42,0.1,vpu_nomixup_mean_prior,0.5153484491086185,0.9,0.3846515508913815,MNIST_case-control_random_c0.1_seed42_methodprior0.9,0.025802724690704326,0.4367512309789776,0.9741972753092957,0.9655719692345257,0.9850541786025657,0.9752157829839704,0.9962230673121921,0.9958908871234319,0.9761716263835204,0.5418318498274207,0.34848524187786295,0.01551484407937582,0.2853465388109396,0.02098108726901056,0.027000000000000024,-0.43271998777389525,0.973,0.9584482079558881,0.988022736500203,0.9730107956817273,0.9965142364783584,0.9960356819181208,0.97479501973884,0.5876004905979457,0.38239089714452373,0.01739274657559583,0.3642056345939636,0.022063229827198067,0.013333333333333308,-0.43649997711181643,0.9866666666666667,0.979933110367893,0.9932203389830508,0.9865319865319865,0.9977438177271464,0.9973591571576083,0.9881956155143339,0.6187150284859119,0.5141870023334372,0.015347093823365862,0.5436365008354187,0.012152750223698586
FashionMNIST,42,0.9,vpu_nomixup,0.6551724137931034,0.3,0.35517241379310344,FashionMNIST_case-control_random_c0.9_seed42_methodprior0.3,0.008974805526529628,0.2554371280508507,0.9910251944734704,0.9927055115879676,0.9936026936026936,0.993153899974316,0.9984448812061784,0.998881646316908,0.9936763640859874,0.45223625917390753,0.18855843185139654,0.004644340206064732,0.22831127214654579,0.007328035656746104,0.011099999999999999,-0.14754000580310822,0.9889,0.9860807317558162,0.9918,0.9889320969189351,0.9984306399999999,0.9978640572894945,0.9892537313432835,0.18205064463609738,0.03923375376095855,0.0029051069343462585,0.2556710996125874,0.009076305325991034,0.010000000000000009,-0.1480000082651774,0.99,0.9867549668874173,0.9933333333333333,0.9900332225913622,0.9979333333333333,0.9977524301629201,0.9900332225913622,0.5682418197818688,0.37098873967331203,0.014509268487648393,0.8604345768690109,0.011204071982178557
FashionMNIST,42,0.9,vpu_nomixup_mean,0.6551724137931034,0.3,0.35517241379310344,FashionMNIST_case-control_random_c0.9_seed42_methodprior0.3,0.07370254266805987,0.3236804824416319,0.9262974573319401,0.9004125491701046,0.9978734715576821,0.9466411135767602,0.835796896545346,0.8082594394397906,0.946759881688626,0.190372721107253,0.03881680725204947,0.07111896431563589,0.16491318685667855,0.07299984606702939,0.10709999999999997,-0.14904000542163848,0.8929,0.8253022023513826,0.9968,0.9029803424223208,0.83460544,0.6957014289646597,0.9035477724344434,0.4786824903455639,0.23205349392700814,0.10432344159875066,0.3567260305086772,0.10562815743185536,0.09999999999999998,-0.15000000953674317,0.9,0.8333333333333334,1.0,0.9090909090909091,0.8416777777777779,0.697378966333873,0.9090909090909091,0.6666980269630136,0.5938686675853072,0.10364632495252105,0.7897899150848389,0.1006659259408966
FashionMNIST,42,0.9,vpu_nomixup_mean_prior,0.6551724137931034,0.3,0.35517241379310344,FashionMNIST_case-control_random_c0.9_seed42_methodprior0.3,0.5546267270405201,0.11792174825044953,0.44537327295947987,0.9970156106519743,0.15392521708311183,0.26667894753001137,0.9946483304305382,0.9957041358885217,0.9828436345032593,1.3207228344568698,1.4679957273229054,0.35947251297865684,0.600127488106505,0.21108345005763549,0.42589999999999995,0.10524000488519669,0.5741,0.9933422103861518,0.1492,0.25943314206225004,0.9937732000000001,0.9908960037451479,0.9700127814374201,1.3540600779522183,1.6600737466656865,0.27167253135293723,0.5573263629038531,0.16340457718953286,0.41333333333333333,0.09700000365575155,0.5866666666666667,0.9814814814814815,0.17666666666666667,0.2994350282485876,0.9908111111111111,0.9852831882828581,0.9750415973377703,1.4389917791456592,1.878946986715133,0.2739594480410839,0.570842527291354,0.1627626908927374
Mushrooms,42,0.9,vpu_nomixup,0.6388075880758808,0.5,0.13880758807588078,Mushrooms_case-control_random_c0.9_seed42_methodprior0.5,0.00010840108401088955,0.1850948509485095,0.9998915989159891,0.999830335934849,1.0,0.9999151607703402,1.0,1.0,1.0,0.9903498745708538,0.9647356113546779,0.017666242499166953,0.5634735822677612,0.0008984284715166176,0.0,-0.24092307692307693,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0137444999937784,1.017790627140499,0.015401982039786303,0.4721531867980957,0.0011807834733742536,0.0,-0.23846153846153847,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8565463738542722,0.7734002944977393,0.01845657389897567,0.353636771440506,0.002347125297122403
Mushrooms,42,0.9,vpu_nomixup_mean,0.6388075880758808,0.5,0.13880758807588078,Mushrooms_case-control_random_c0.9_seed42_methodprior0.5,0.00021680216802166807,0.18520325203252033,0.9997831978319783,0.9996607294317218,1.0,0.999830335934849,1.0,1.0,1.0,1.5870031054337685,2.3672836546107576,0.0007008819091625936,0.7879984974861145,0.00019245789507535435,0.0012307692307692575,-0.24092307692307693,0.9987692307692307,0.9974522292993631,1.0,0.9987244897959183,1.0,1.0,1.0,1.398514229373131,2.2805927616715094,0.0014440526144507413,0.6908704042434692,0.0005222976985511467,0.0,-0.23846153846153847,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5369278919123188,0.25162844172798116,0.003248919756151736,0.18880295753479004,0.0005495899602273145
Mushrooms,42,0.9,vpu_nomixup_mean_prior,0.6388075880758808,0.5,0.13880758807588078,Mushrooms_case-control_random_c0.9_seed42_methodprior0.5,0.0021680216802167918,0.18498644986449864,0.9978319783197832,0.9998297872340426,0.9967758357373154,0.9983004758667573,0.9999895087850175,0.9999940776765635,0.9988115449915111,0.7551144799595515,0.5536285137704611,0.14270547078874435,0.382574450969696,0.032991645341355846,0.004307692307692346,-0.23661538461538462,0.9956923076923077,1.0,0.9910600255427842,0.9955099422706863,0.9999544962277372,0.9999515535570294,0.9974391805377721,0.8216870332076018,0.8796235262151791,0.10969423596331707,0.5754181146621704,0.026246482192527072,0.0,-0.23846153846153847,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8494866211997716,0.7964635227574948,0.1147920656662721,0.4374396502971649,0.026211866520937346
Spambase,42,0.9,vpu_nomixup,0.5524929063640048,0.1,0.45249290636400485,Spambase_case-control_random_c0.9_seed42_methodprior0.1,0.45338467774625046,0.026165383375266037,0.5466153222537495,0.9959432048681541,0.1801173881144534,0.3050636843740292,0.9452197106234117,0.9583630259155722,0.896723510251006,3.1083337272101135,7.825185661554015,0.4654357038667848,0.8661970943212509,0.4481682488378029,0.2942453854505972,0.03941368098885436,0.7057546145494028,1.0,0.2534435261707989,0.4043956043956044,0.9309566831560967,0.9213787479402348,0.8539325842696629,3.011441150504434,7.160975119916513,0.3174565899166623,0.3510263749012133,0.32217609564178223,0.29729729729729726,0.04054054054054054,0.7027027027027027,1.0,0.26666666666666666,0.42105263157894735,0.990909090909091,0.9888888888888889,0.9655172413793104,2.8829099138723655,6.6030614657341635,0.32554969554011887,0.349364739130525,0.32901112085609197
Spambase,42,0.9,vpu_nomixup_mean,0.5524929063640048,0.1,0.45249290636400485,Spambase_case-control_random_c0.9_seed42_methodprior0.1,0.1084312930685043,0.33905553373190667,0.8915687069314957,0.8619094813346547,0.9570799706529713,0.9070050408482531,0.9478784543898263,0.9356968996663212,0.9173553719008264,0.6438551537912747,0.3775590726584165,0.0961038292588362,0.3400334199269613,0.0883383525925821,0.1346362649294245,-0.03550488733960544,0.8653637350705755,0.7649667405764967,0.9504132231404959,0.8476658476658476,0.9491641735043495,0.9169590349619141,0.8736559139784946,0.965838867588738,0.8111131399828074,0.15189814277146976,0.5001223683357239,0.11411879200604487,0.05405405405405406,-0.04054054054054054,0.9459459459459459,0.8823529411764706,1.0,0.9375,0.9545454545454545,0.8709415965298318,0.9375,0.8990480023687953,0.7860101166971302,0.13747298697362076,0.4139401912689209,0.07029918604260187
Spambase,42,0.9,vpu_nomixup_mean_prior,0.5524929063640048,0.1,0.45249290636400485,Spambase_case-control_random_c0.9_seed42_methodprior0.1,0.4539927036886907,0.026165383375266037,0.5460072963113093,0.9919028340080972,0.1797505502567865,0.30434782608695654,0.9473223826916326,0.9582109899070189,0.9030688622754491,3.0711465275388883,7.663145181171876,0.46070005337057995,0.8631865829229355,0.44482739474380906,0.2942453854505972,0.03941368098885436,0.7057546145494028,1.0,0.2534435261707989,0.4043956043956044,0.9382140071289632,0.9265505428650596,0.8619246861924688,2.986656366700478,7.060413201475877,0.3114383433511669,0.33119666558085825,0.31991542424390707,0.29729729729729726,0.04054054054054054,0.7027027027027027,1.0,0.26666666666666666,0.42105263157894735,0.990909090909091,0.9888888888888889,0.9655172413793104,2.855823926291358,6.500807029496488,0.31857064547570974,0.3335315170032637,0.3266134022803026
Mushrooms,42,0.5,vpu_nomixup,0.5827175954915467,0.5,0.08271759549154667,Mushrooms_case-control_random_c0.5_seed42_methodprior0.5,0.0016280525986224204,0.2907326236693801,0.9983719474013776,1.0,0.9972061035890823,0.9986010976003443,0.9999977424883558,0.9999983837176908,0.9993555316863588,0.845939759892566,0.7365041924544687,0.023405053511112647,0.481303334236145,0.002237846263604801,0.003076923076923088,-0.23784615384615385,0.9969230769230769,1.0,0.9936143039591315,0.9967969250480462,0.9999924160379562,0.9999918674146855,0.9987212276214833,1.0775277608952432,1.3526713561132917,0.02150853915226001,0.6449267268180847,0.003009965200081726,0.0,-0.23846153846153847,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.815914983237465,0.6924411239996828,0.02616563874941606,0.3932766318321228,0.0037688639033170127
Mushrooms,42,0.5,vpu_nomixup_mean,0.5827175954915467,0.5,0.08271759549154667,Mushrooms_case-control_random_c0.5_seed42_methodprior0.5,0.00125234815278652,0.2926111458985598,0.9987476518472135,0.9978554578597469,1.0,0.9989265779304423,0.999999354996673,0.999999537985721,0.9997851310700473,1.4448776624939688,2.1919911757939388,0.0017438926264140985,0.8281481266021729,0.0008173916056167629,0.0018461538461538307,-0.24092307692307693,0.9981538461538462,0.9961832061068703,1.0,0.9980879541108987,0.9999969664151824,0.9999967461421448,0.9993610223642173,1.2539018842362806,1.6028764595169944,0.0034360425130535777,0.8128548264503479,0.0014229604890872547,0.0,-0.23846153846153847,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0352104306170837,1.1649427247925885,0.009070557155288183,0.4458937346935272,0.003263968023004053
Mushrooms,42,0.5,vpu_nomixup_mean_prior,0.5827175954915467,0.5,0.08271759549154667,Mushrooms_case-control_random_c0.5_seed42_methodprior0.5,0.005134627426424565,0.2902316844082655,0.9948653725735754,0.9991341991341991,0.9920481409843112,0.9955785614148603,0.9999725873586056,0.9999803617138348,0.9978540772532188,0.7958945457616462,0.6094645007656639,0.06392161436577233,0.39199172788196135,0.01000457192512194,0.005538461538461492,-0.2353846153846154,0.9944615384615385,1.0,0.9885057471264368,0.9942196531791907,0.9999165764175183,0.9999113717520016,0.9961538461538463,0.8751479850869677,1.013832467472287,0.05442846414661751,0.5874386429786682,0.009838223279259302,0.0,-0.23846153846153847,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.811474415095526,0.8915092279522653,0.06458186277976403,0.4496851861476898,0.01224230460602407
Spambase,42,0.5,vpu_nomixup,0.4935779816513762,0.1,0.39357798165137614,Spambase_case-control_random_c0.5_seed42_methodprior0.1,0.3949541284403669,0.016444954325641515,0.6050458715596331,0.9931192660550459,0.2012081784386617,0.33462132921174653,0.9440630303458866,0.9498608786894818,0.8839412600663192,3.1630831850145644,8.215270414778804,0.4020116633675787,0.41278304862380444,0.4030431659284247,0.2942453854505972,0.03941368098885436,0.7057546145494028,1.0,0.2534435261707989,0.4043956043956044,0.9315738025415445,0.9195561526474265,0.8455284552845528,3.046141099757287,7.33982716931742,0.30722964347120735,0.31532061614530504,0.32376342843365724,0.29729729729729726,0.04054054054054054,0.7027027027027027,1.0,0.26666666666666666,0.42105263157894735,0.990909090909091,0.9888888888888889,0.9655172413793104,2.9077619177638847,6.727061236651399,0.3163682680476357,0.32346587131420773,0.33130196680263124
Spambase,42,0.5,vpu_nomixup_mean,0.4935779816513762,0.1,0.39357798165137614,Spambase_case-control_random_c0.5_seed42_methodprior0.1,0.11422018348623852,0.39405963198034044,0.8857798165137615,0.834546925566343,0.9586431226765799,0.8923010380622838,0.9492610513980928,0.9227299255650854,0.9057450628366248,0.7743744721776846,0.5358952160039372,0.1132155250869008,0.3715228302569329,0.09550048448102001,0.1346362649294245,-0.03572204239852524,0.8653637350705755,0.7637969094922737,0.953168044077135,0.8480392156862745,0.9503342318591586,0.9165215608171564,0.8758344459279039,0.9728737644420364,0.8405800208228841,0.14913357778509975,0.4733680349129897,0.11425162135076211,0.05405405405405406,-0.04054054054054054,0.9459459459459459,0.8823529411764706,1.0,0.9375,0.9606060606060607,0.8968402893402895,0.967741935483871,0.8297218047335769,0.7369564222089433,0.14075780438410268,0.4113443195819855,0.07007861682909793
Spambase,42,0.5,vpu_nomixup_mean_prior,0.4935779816513762,0.1,0.39357798165137614,Spambase_case-control_random_c0.5_seed42_methodprior0.1,0.3949541284403669,0.016444954325641515,0.6050458715596331,0.9931192660550459,0.2012081784386617,0.33462132921174653,0.9454076255320294,0.9488951056551935,0.8900047824007652,3.1070960408454256,7.944561218337965,0.39821987248820445,0.8642699718475342,0.40081106802888583,0.2964169381107492,0.03941368098885436,0.7035830618892508,0.9891304347826086,0.25068870523415976,0.4,0.9358541425990106,0.9221989599493445,0.8543956043956045,3.0204229508190643,7.234317595060301,0.30194570998642006,0.3054372953160744,0.3220672814276153,0.29729729729729726,0.04054054054054054,0.7027027027027027,1.0,0.26666666666666666,0.42105263157894735,0.9878787878787878,0.9859649122807017,0.9655172413793104,2.887267736029146,6.648042336916781,0.3098679664167198,0.3098679664167198,0.329605871805844
FashionMNIST,42,0.5,vpu_nomixup,0.6,0.3,0.3,FashionMNIST_case-control_random_c0.5_seed42_methodprior0.3,0.011892255892255843,0.341785858236178,0.9881077441077442,0.9912034016513307,0.9889562289562289,0.990078540208317,0.9982494220166497,0.9984492745172736,0.9913144699140402,0.5955730149157411,0.3308731981709238,0.010053227088696381,0.26994650395771924,0.00973088038967403,0.012700000000000045,-0.14622000534534454,0.9873,0.9872025594881024,0.9874,0.9873012698730127,0.9978629600000001,0.9971021991842486,0.9874701670644391,0.3877820298468756,0.1571303701284251,0.006294382119062374,0.3230557375484042,0.010795503381900249,0.011666666666666714,-0.14700000445048014,0.9883333333333333,0.9867109634551495,0.99,0.9883527454242929,0.9975555555555555,0.9973868281729259,0.990066225165563,0.6434540267652775,0.4769176481589954,0.012254393930391697,0.5556881427764893,0.011760013781974079
FashionMNIST,42,0.5,vpu_nomixup_mean,0.6,0.3,0.3,FashionMNIST_case-control_random_c0.5_seed42_methodprior0.3,0.010666666666666713,0.3485925927980982,0.9893333333333333,0.9843487115912513,0.9980920314253647,0.991172733554758,0.998255361697786,0.9984962908265146,0.9917124603493723,0.793284883876958,0.5707619855908718,0.008667329067210676,0.30776140323052037,0.0094156129382873,0.015700000000000047,-0.14886000511646272,0.9843,0.9730416096893925,0.9962,0.9844846328688606,0.99747164,0.9968446163391859,0.9879709712695098,1.061385313936427,1.0822504274182698,0.012755990570026902,0.6026954849561056,0.012784972985718937,0.015000000000000013,-0.1490000057220459,0.985,0.9739413680781759,0.9966666666666667,0.985172981878089,0.9967222222222222,0.9960298004203877,0.985172981878089,1.035422057131445,1.0542509614534317,0.016786310092235607,0.45865803956985474,0.01523192072714928
FashionMNIST,42,0.5,vpu_nomixup_mean_prior,0.6,0.3,0.3,FashionMNIST_case-control_random_c0.5_seed42_methodprior0.3,0.13916498316498316,0.27648754167717315,0.8608350168350168,0.9967769098986614,0.7705499438832772,0.8691843168036055,0.9965170734656705,0.9963630674927,0.9862528709876198,0.9604783189785477,0.9199950110627779,0.28249227662198884,0.5017457625187696,0.14286924990231276,0.11970000000000003,-0.07926000366210938,0.8803,0.9953112789789007,0.7642,0.8645774408869782,0.9962970400000001,0.9946282151751981,0.9812524930195452,0.9486468689731827,0.9740981762122898,0.23357047713166101,0.48348666267879936,0.12103415043985813,0.1166666666666667,-0.08300000429153442,0.8833333333333333,0.9872881355932204,0.7766666666666666,0.8694029850746269,0.9954555555555556,0.9944745503792704,0.983388704318937,1.151843323534394,1.2686877985863754,0.23425134306385492,0.6356436610221863,0.11954588630447266
Mushrooms,42,0.1,vpu_nomixup,0.5059311981020166,0.2,0.3059311981020166,Mushrooms_case-control_random_c0.1_seed42_methodprior0.2,0.30590154211150655,0.009193357256984653,0.6940984578884934,1.0,0.39536928487690504,0.5666876706574249,0.9837778604994166,0.9859188670902537,0.940973718224903,2.570172930887726,5.951974300001361,0.3214575559307389,0.7864809334278107,0.3333348687777836,0.28184615384615386,0.09636923276461087,0.7181538461538461,1.0,0.41507024265644954,0.5866425992779783,0.9847842969515506,0.9853756970614805,0.9396825396825397,2.562619037102362,5.904673568142814,0.29828540662618785,0.7863762676715851,0.3187463838604053,0.27692307692307694,0.09538461978618916,0.7230769230769231,1.0,0.41935483870967744,0.5909090909090909,0.9734345351043643,0.9709726729536323,0.9393939393939393,2.44835075584138,5.318096141801634,0.29297469350007865,0.7860416769981384,0.31715410185394294
Mushrooms,42,0.1,vpu_nomixup_mean,0.5059311981020166,0.2,0.3059311981020166,Mushrooms_case-control_random_c0.1_seed42_methodprior0.2,0.008007117437722422,0.4439501796328724,0.9919928825622776,0.9988116458704694,0.9853458382180539,0.9920330480967837,0.9998919849299626,0.9998952649858648,0.9951605807303125,1.2241194993612772,1.503524923225888,0.006807283262150062,0.8478772789239883,0.006204159866922383,0.006153846153846176,-0.0941538464472844,0.9938461538461538,0.9987096774193548,0.9885057471264368,0.993581514762516,0.999887757361752,0.9998798852240118,0.9955385595920969,1.2269446226076732,1.4318407979906944,0.0062240223061794855,0.9042015075683594,0.00537061155706938,0.0,-0.09538461978618916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.022041431247956798,0.0005690433355249534,0.0013456214971553822,0.0015070155495777726,1.9951812541945165e-05
Mushrooms,42,0.1,vpu_nomixup_mean_prior,0.5059311981020166,0.2,0.3059311981020166,Mushrooms_case-control_random_c0.1_seed42_methodprior0.2,0.30590154211150655,0.009193357256984653,0.6940984578884934,1.0,0.39536928487690504,0.5666876706574249,0.9824978203473653,0.9845470892317186,0.934968625213919,2.544321657928336,5.86605392435388,0.3178087940896957,0.7831053547952128,0.33126102282101083,0.28184615384615386,0.09636923276461087,0.7181538461538461,1.0,0.41507024265644954,0.5866425992779783,0.9833425857670267,0.9837778451993903,0.9310986964618249,2.5376512678150265,5.822012052770438,0.2946111306135471,0.7834047973155975,0.3168368899802374,0.27692307692307694,0.09538461978618916,0.7230769230769231,1.0,0.41935483870967744,0.5909090909090909,0.9715370018975332,0.9690721143879618,0.9393939393939393,2.4290915044499544,5.256139409369642,0.28930602279993206,0.7828652411699295,0.31526045660832347
20News,42,0.9,vpu_nomixup,0.7114781270348665,0.9,0.18852187296513356,20News_case-control_random_c0.9_seed42_methodprior0.9,0.03214349138696504,0.09528799525008971,0.967856508613035,0.9673399576478254,0.9881853731591647,0.9776515619212248,0.9799270768895768,0.9885785258810939,0.9778869778869779,0.2264094385502915,0.061898345314232835,0.015799321282272648,0.19088442325592037,0.028451170960002613,0.09745087626128524,-0.4452203800243959,0.9025491237387148,0.8946188340807175,0.9379407616361072,0.9157677300895112,0.9621653510330728,0.9672485080618575,0.9165602878031798,0.4561354439049159,0.23903067952208873,0.05745057819573883,0.2586305218167825,0.07841014720924952,0.02631578947368418,-0.48947367751807497,0.9736842105263158,0.9692307692307692,0.984375,0.9767441860465116,0.9681249999999999,0.9540143972403851,0.9770992366412213,0.6793958659096773,0.44264673022938184,0.03331520104486691,0.32546664774417877,0.026165191242872834
20News,42,0.9,vpu_nomixup_mean,0.7114781270348665,0.9,0.18852187296513356,20News_case-control_random_c0.9_seed42_methodprior0.9,0.0312555496359439,0.09833067574058157,0.9687444503640561,0.960561122244489,0.9970047424910559,0.9784437004980812,0.9745176586257916,0.9844136315909662,0.9794265614135547,0.847444350030277,0.6805330305480848,0.02932340043765295,0.4886750958182595,0.030159940168557206,0.1036909187466808,-0.45836430031507497,0.8963090812533192,0.8761100281568118,0.9508697696285848,0.9119603201442904,0.9596337280664388,0.9638276678115882,0.9192705308398187,0.966343940422897,0.9992552715214592,0.08856131456717176,0.6413804888725281,0.0923431652750819,0.02631578947368418,-0.5052631445098341,0.9736842105263158,0.9552238805970149,1.0,0.9770992366412213,0.969375,0.9588760229593298,0.9770992366412213,0.604390396292362,0.3537143641229366,0.03201805217714425,0.8357881307601929,0.025426588361497793
20News,42,0.9,vpu_nomixup_mean_prior,0.7114781270348665,0.9,0.18852187296513356,20News_case-control_random_c0.9_seed42_methodprior0.9,0.033623394305333565,0.10093530803832394,0.9663766056946664,0.9578568572570971,0.9965887345037024,0.9768390148426032,0.9755326020355611,0.9852478381285146,0.9780812954935797,0.5765447478461215,0.3278105853109814,0.028520027051060607,0.39002794749809033,0.030986770396893636,0.10223048327137552,-0.4619490015209196,0.8977695167286245,0.8757549611734253,0.9543958627174424,0.9133858267716536,0.9615527488323088,0.9659056975499025,0.9178338001867414,0.8018865957249034,0.6929047131030653,0.07788040885431974,0.4369174452388988,0.08734249263995537,0.01754385964912286,-0.5052631445098341,0.9824561403508771,0.9696969696969697,1.0,0.9846153846153847,0.9668749999999999,0.9479277988504042,0.9846153846153847,0.8712233410248652,0.7848621398999355,0.02965213371473446,0.43596965074539185,0.02086986972144361
20News,42,0.5,vpu_nomixup,0.6606558518415373,0.9,0.23934414815846272,20News_case-control_random_c0.5_seed42_methodprior0.9,0.09392188261505252,0.2703543890238821,0.9060781173849475,0.9408578856152513,0.9153756981768363,0.927941883446397,0.9600476209565246,0.9742512639111776,0.9331619537275063,0.25244198623343267,0.06751300542087844,0.02215120180676691,0.157215526802005,0.06907213554100135,0.11338289962825276,-0.40746148646795805,0.8866171003717472,0.8986866791744841,0.9007992477668078,0.899741723409251,0.9493523018066046,0.9572023519176222,0.900431889809735,0.12214139123104482,0.01753029820459685,0.01683875447929505,0.06709702198321998,0.08483377669303024,0.04385964912280704,-0.47368421052631576,0.956140350877193,0.9538461538461539,0.96875,0.9612403100775194,0.95625,0.9415156704756206,0.9612403100775193,0.628536050339077,0.4288686127162452,0.06895175079504647,0.44920915365219116,0.04989386935113911
20News,42,0.5,vpu_nomixup_mean,0.6606558518415373,0.9,0.23934414815846272,20News_case-control_random_c0.5_seed42_methodprior0.9,0.056812643598134094,0.2697834796928093,0.9431873564018659,0.9395843892549417,0.9768152597744757,0.9578381729874961,0.9683345850256261,0.9779325693042021,0.9582319755706226,0.45214058738503593,0.20234985146811615,0.04390354525700678,0.24131182570388354,0.051627200482616015,0.11656930430164636,-0.43996281504820967,0.8834306956983536,0.8701754385964913,0.9327691584391161,0.900385749943272,0.9494059067401804,0.9572067039124275,0.9039680676215075,0.8215444574057202,0.7345005404017995,0.09507674601024724,0.5506132934466902,0.1037559876706208,0.04385964912280704,-0.47368421052631576,0.956140350877193,0.9538461538461539,0.96875,0.9612403100775194,0.9675,0.960163150562501,0.96875,0.6433640808785147,0.4678140518932238,0.049626329832040406,0.5697325468063354,0.0404317577154259
20News,42,0.5,vpu_nomixup_mean_prior,0.6606558518415373,0.9,0.23934414815846272,20News_case-control_random_c0.5_seed42_methodprior0.9,0.05360997006196477,0.26115018295758713,0.9463900299380352,0.9475413201929986,0.9727052376435873,0.9599583983359334,0.9713641820023297,0.9795624550662877,0.960500260552371,0.32051591098118093,0.08659526530691913,0.03853941522045862,0.30361478328704833,0.04750597595020756,0.11006372809346787,-0.4306425802643098,0.8899362719065321,0.8863072411459508,0.9236013164080865,0.904570047196961,0.9532024268584884,0.9602527381703153,0.9052121771217713,0.707176825029982,0.503160486156882,0.08460783106612463,0.4402245879173279,0.09565929733271308,0.03508771929824561,-0.47368421052631576,0.9649122807017544,0.96875,0.96875,0.96875,0.971875,0.9644151243942836,0.96875,0.632962534879906,0.4970358646451793,0.05324599263666753,0.8428549021482468,0.03896270251168129
Spambase,42,0.9,vpu_nomixup,0.5524929063640048,0.2,0.3524929063640048,Spambase_case-control_random_c0.9_seed42_methodprior0.2,0.35528982569922984,0.052330766750532075,0.6447101743007702,0.9929078014184397,0.359501100513573,0.5278750336654996,0.9444317070188311,0.9581344411235854,0.8965517241379309,2.4263572362227723,5.1815298050859795,0.3812824505383929,0.7600537499364584,0.36249107574741973,0.2030401737242128,0.07882736197770872,0.7969598262757872,0.9782608695652174,0.49586776859504134,0.6581352833638026,0.9295299031369413,0.9202609309928219,0.8543140028288543,2.357849234416571,4.768355278196083,0.23765991843355078,0.7548842132091522,0.2670023438212872,0.21621621621621623,0.08108108108108109,0.7837837837837838,1.0,0.4666666666666667,0.6363636363636364,0.990909090909091,0.9888888888888889,0.9655172413793104,2.2651039778942588,4.420592452048796,0.24103583355207703,0.7868185639381409,0.27062821094475464
Spambase,42,0.9,vpu_nomixup_mean,0.5524929063640048,0.2,0.3524929063640048,Spambase_case-control_random_c0.9_seed42_methodprior0.2,0.1197811106607215,0.323429261521864,0.8802188893392785,0.8487422410976805,0.9530447542186353,0.897874546397097,0.9443670784288706,0.9346779565911892,0.9102402022756007,0.694088190666556,0.44713121277795426,0.11717789992539081,0.34446056760274446,0.09987860223096691,0.15200868621064056,-0.07144408479705049,0.8479913137893594,0.7377398720682303,0.953168044077135,0.8317307692307693,0.9457379266763432,0.9162640135386847,0.8683181225554107,1.0032729139883838,0.8816153984599562,0.18495610565044202,0.5136195317558621,0.12863094083419388,0.05405405405405406,-0.08108108108108109,0.9459459459459459,0.8823529411764706,1.0,0.9375,0.9575757575757575,0.8931638187520541,0.9375,0.9001787291764967,0.8277752319965258,0.17534697035679941,0.47217586636543274,0.0841098041961902
Spambase,42,0.9,vpu_nomixup_mean_prior,0.5524929063640048,0.2,0.3524929063640048,Spambase_case-control_random_c0.9_seed42_methodprior0.2,0.35569517632752334,0.052330766750532075,0.6443048236724767,0.9918946301925026,0.3591342626559061,0.5273363856719634,0.9469975783384904,0.9584609477649125,0.9011442506096418,2.3754850386055546,4.972044506396416,0.3719002986413641,0.7502989221433857,0.35767383871075953,0.2052117263843648,0.07882736197770872,0.7947882736156352,0.9728260869565217,0.4931129476584022,0.6544789762340036,0.9366786140979689,0.9254423369694726,0.8567415730337078,2.32321294165794,4.636363922627551,0.22802250553225853,0.7185247401021562,0.26410970805013284,0.21621621621621623,0.08108108108108109,0.7837837837837838,1.0,0.4666666666666667,0.6363636363636364,0.990909090909091,0.9888888888888889,0.9655172413793104,2.2245263005904605,4.283254420664274,0.2867610168618125,0.7811886519193649,0.2674170705572972
Spambase,42,0.5,vpu_nomixup,0.4935779816513762,0.2,0.29357798165137616,Spambase_case-control_random_c0.5_seed42_methodprior0.2,0.2967889908256881,0.03288990865128303,0.7032110091743119,0.9919724770642202,0.40195167286245354,0.5720899470899471,0.9436156036178008,0.9498802955729521,0.8827220077220077,2.5001340325202337,5.56132902057575,0.3111219788337588,0.7775612917749208,0.3306705415421417,0.2052117263843648,0.07882736197770872,0.7947882736156352,0.9728260869565217,0.4931129476584022,0.6544789762340036,0.9303839963664011,0.91864891919243,0.8413978494623657,2.4178350975739793,5.019827602855661,0.2177179902832425,0.765147540383238,0.2708155165314845,0.21621621621621623,0.08108108108108109,0.7837837837837838,1.0,0.4666666666666667,0.6363636363636364,0.990909090909091,0.9888888888888889,0.9655172413793104,2.2992271538178963,4.575821866118302,0.22672516993574193,0.790354460477829,0.2755099824370747
